,movieId,title,tag,genresList,year,soup
224,3186,"Girl, Interrupted (1999)",asylum based on a true story Brittany Murphy Mental Hospital psychology winona ryder,drama,1999,asylum based on a true story brittany murphy mental hospital psychology winona ryder drama
225,3499,Misery (1990),claustrophobic horror scary stephen king suspenseful tense thriller,drama horror thriller,1990,claustrophobic horror scary stephen king suspenseful tense thriller drama horror thriller
226,3527,Predator (1987),aliens sci-fi scifi cult aliens Arnold Schwarzenegger dialogue guns Jesse Ventura macho sci-fi scifi cult,action sci-fi thriller,1987,aliens sci-fi scifi cult aliens arnold schwarzenegger dialogue guns jesse ventura macho sci-fi scifi cult action sci-fi thriller
227,3911,Best in Show (2000),satire Dogs,comedy,2000,satire dogs comedy
228,3948,Meet the Parents (2000),comedy Robert De Niro,comedy,2000,comedy robert de niro comedy
229,4262,Scarface (1983),Al Pacino,action crime drama,1983,al pacino action crime drama
230,4816,Zoolander (2001),ben stiller comedy David Bowie goofy mindless one liners Will Ferrell,comedy,2001,ben stiller comedy david bowie goofy mindless one liners will ferrell comedy
231,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",fantasy high fantasy Magic mythology tolkien wizards Tolkein,adventure fantasy,2001,fantasy high fantasy magic mythology tolkien wizards tolkein adventure fantasy
232,5291,Rashomon (Rashômon) (1950),black and white samurai In Netflix queue samurai,crime drama mystery,1950,black and white samurai in netflix queue samurai crime drama mystery
233,6016,City of God (Cidade de Deus) (2002),multiple storylines true story crime photography violence not seen,action adventure crime drama thriller,2002,multiple storylines true story crime photography violence not seen action adventure crime drama thriller
234,6188,Old School (2003),comedy Will Ferrell,comedy,2003,comedy will ferrell comedy
235,6290,House of 1000 Corpses (2003),Rob Zombie,horror,2003,rob zombie horror
236,8950,The Machinist (2004),Christian Bale creepy powerful ending psychology schizophrenia twist ending psychology,drama mystery thriller,2004,christian bale creepy powerful ending psychology schizophrenia twist ending psychology drama mystery thriller
237,27020,Gia (1998),drugs lesbian,drama romance,1998,drugs lesbian drama romance
238,30825,Meet the Fockers (2004),Ben Stiller Robert De Niro,comedy,2004,ben stiller robert de niro comedy
239,34323,"Devil's Rejects, The (2005)",Rob Zombie,action crime horror,2005,rob zombie action crime horror
240,40278,Jarhead (2005),Jake Gyllenhaal Modern war,action drama war,2005,jake gyllenhaal modern war action drama war
241,53127,Bug (2007),based on a play conspiracy theory creepy Insanity paranoia PTSD,drama horror thriller,2007,based on a play conspiracy theory creepy insanity paranoia ptsd drama horror thriller
242,66097,Coraline (2009),claymation creepy dark dark fairy tale Surreal Tim Burton,animation fantasy thriller,2009,claymation creepy dark dark fairy tale surreal tim burton animation fantasy thriller
243,68157,Inglourious Basterds (2009),black comedy Brad Pitt Christoph Waltz Quentin Tarantino satire,action drama war,2009,black comedy brad pitt christoph waltz quentin tarantino satire action drama war
244,74458,Shutter Island (2010),insanity Leonardo DiCaprio Martin Scorsese plot twist psychological Psychological Thriller thought-provoking,drama mystery thriller,2010,insanity leonardo dicaprio martin scorsese plot twist psychological psychological thriller thought-provoking drama mystery thriller
245,79132,Inception (2010),action alternate reality Leonardo DiCaprio sci-fi thought-provoking visually appealing dreamlike surreal visually appealing big budget clever complicated dead wife great soundtrack heist intellectual mindfuck philosophy psychological psychology suspense thought-provoking cerebral dreamlike philosophy thought-provoking,action crime drama mystery sci-fi thriller imax,2010,action alternate reality leonardo dicaprio sci-fi thought-provoking visually appealing dreamlike surreal visually appealing big budget clever complicated dead wife great soundtrack heist intellectual mindfuck philosophy psychological psychology suspense thought-provoking cerebral dreamlike philosophy thought-provoking action crime drama mystery sci-fi thriller imax
246,81562,127 Hours (2010),stranded,adventure drama thriller,2010,stranded adventure drama thriller
247,81591,Black Swan (2010),alter ego atmospheric creepy horror obsession surreal,drama thriller,2010,alter ego atmospheric creepy horror obsession surreal drama thriller
248,102903,Now You See Me (2013),illusions overcomplicated predictable stupid ending,crime mystery thriller,2013,illusions overcomplicated predictable stupid ending crime mystery thriller
249,104879,Prisoners (2013),absorbing acting atmospheric Hugh Jackman Jake Gyllenhaal morality mystery thriller,drama mystery thriller,2013,absorbing acting atmospheric hugh jackman jake gyllenhaal morality mystery thriller drama mystery thriller
250,106100,Dallas Buyers Club (2013),Jared Leto social commentary uplifting,drama,2013,jared leto social commentary uplifting drama
251,112515,"Babadook, The (2014)",atmospheric dark Metaphorical psychological,drama horror thriller,2014,atmospheric dark metaphorical psychological drama horror thriller
252,112556,Gone Girl (2014),annoying Stupid ending,drama thriller,2014,annoying stupid ending drama thriller
253,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),dark comedy Atomic bomb black comedy dark comedy satire purity of essence Slim Pickens black comedy dark comedy Quirky,comedy war,1964,dark comedy atomic bomb black comedy dark comedy satire purity of essence slim pickens black comedy dark comedy quirky comedy war
254,58559,"Dark Knight, The (2008)",psychology superhero dark gritty,action crime drama imax,2008,psychology superhero dark gritty action crime drama imax
255,5952,"Lord of the Rings: The Two Towers, The (2002)",Myth Tolkein,adventure fantasy,2002,myth tolkein adventure fantasy
256,98809,"Hobbit: An Unexpected Journey, The (2012)",Action Myth,adventure fantasy imax,2012,action myth adventure fantasy imax
257,152711,Who Killed Chea Vichea? (2010),Cambodia crime human rights murder procedural,documentary,2010,cambodia crime human rights murder procedural documentary
258,5,Father of the Bride Part II (1995),pregnancy remake,comedy,1995,pregnancy remake comedy
259,7,Sabrina (1995),remake,comedy romance,1995,remake comedy romance
260,11,"American President, The (1995)",politics president,comedy drama romance,1995,politics president comedy drama romance
261,14,Nixon (1995),politics president,drama,1995,politics president drama
262,16,Casino (1995),Mafia,crime drama,1995,mafia crime drama
263,17,Sense and Sensibility (1995),Jane Austen,drama romance,1995,jane austen drama romance
264,21,Get Shorty (1995),Hollywood,comedy crime thriller,1995,hollywood comedy crime thriller
265,22,Copycat (1995),serial killer,crime drama horror mystery thriller,1995,serial killer crime drama horror mystery thriller
266,25,Leaving Las Vegas (1995),alcoholism,drama romance,1995,alcoholism drama romance
267,26,Othello (1995),Shakespeare,drama,1995,shakespeare drama
268,28,Persuasion (1995),In Netflix queue Jane Austen,drama romance,1995,in netflix queue jane austen drama romance
269,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",kidnapping,adventure drama fantasy mystery sci-fi,1995,kidnapping adventure drama fantasy mystery sci-fi
270,31,Dangerous Minds (1995),high school teacher,drama,1995,high school teacher drama
271,34,Babe (1995),Animal movie pigs villain nonexistent or not needed for good story,children drama,1995,animal movie pigs villain nonexistent or not needed for good story children drama
272,36,Dead Man Walking (1995),death penalty Nun,crime drama,1995,death penalty nun crime drama
273,38,It Takes Two (1995),twins,children comedy,1995,twins children comedy
274,40,"Cry, the Beloved Country (1995)",In Netflix queue South Africa,drama,1995,in netflix queue south africa drama
275,41,Richard III (1995),Shakespeare,drama war,1995,shakespeare drama war
276,43,Restoration (1995),England,drama,1995,england drama
277,45,To Die For (1995),Journalism,comedy drama thriller,1995,journalism comedy drama thriller
278,46,How to Make an American Quilt (1995),wedding,drama romance,1995,wedding drama romance
279,52,Mighty Aphrodite (1995),adoption prostitution,comedy drama romance,1995,adoption prostitution comedy drama romance
280,58,"Postman, The (Postino, Il) (1994)",writing,comedy drama romance,1994,writing comedy drama romance
281,62,Mr. Holland's Opus (1995),music,drama,1995,music drama
282,92,Mary Reilly (1996),Jekyll and Hyde,drama horror thriller,1996,jekyll and hyde drama horror thriller
283,96,In the Bleak Midwinter (1995),theater,comedy drama,1995,theater comedy drama
284,101,Bottle Rocket (1996),crime off-beat comedy quirky,adventure comedy crime romance,1996,crime off-beat comedy quirky adventure comedy crime romance
285,107,Muppet Treasure Island (1996),muppets,adventure children comedy musical,1996,muppets adventure children comedy musical
286,111,Taxi Driver (1976),assassination,crime drama thriller,1976,assassination crime drama thriller
287,116,Anne Frank Remembered (1995),Holocaust,documentary,1995,holocaust documentary
288,122,Boomerang (1992),dating,comedy romance,1992,dating comedy romance
289,140,Up Close and Personal (1996),journalism,drama romance,1996,journalism drama romance
290,150,Apollo 13 (1995),moon NASA space,adventure drama imax,1995,moon nasa space adventure drama imax
291,160,Congo (1995),Michael Crichton,action adventure mystery sci-fi,1995,michael crichton action adventure mystery sci-fi
292,161,Crimson Tide (1995),submarine,drama thriller war,1995,submarine drama thriller war
293,162,Crumb (1994),In Netflix queue,documentary,1994,in netflix queue documentary
294,185,"Net, The (1995)",computers,action crime thriller,1995,computers action crime thriller
295,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Made me cry,drama musical romance,1964,made me cry drama musical romance
296,215,Before Sunrise (1995),generation X,drama romance,1995,generation x drama romance
297,216,Billy Madison (1995),school Adam Sandler stop looking at me swan,comedy,1995,school adam sandler stop looking at me swan comedy
298,222,Circle of Friends (1995),Ireland,drama romance,1995,ireland drama romance
299,224,Don Juan DeMarco (1995),mental illness psychology,comedy drama romance,1995,mental illness psychology comedy drama romance
300,230,Dolores Claiborne (1995),Stephen King,drama thriller,1995,stephen king drama thriller
301,232,Eat Drink Man Woman (Yin shi nan nu) (1994),In Netflix queue,comedy drama romance,1994,in netflix queue comedy drama romance
302,235,Ed Wood (1994),movie business,comedy drama,1994,movie business comedy drama
303,237,Forget Paris (1995),basketball France infertility,comedy romance,1995,basketball france infertility comedy romance
304,246,Hoop Dreams (1994),basketball,documentary,1994,basketball documentary
305,247,Heavenly Creatures (1994),Australia,crime drama,1994,australia crime drama
306,249,Immortal Beloved (1994),Beethoven,drama romance,1994,beethoven drama romance
307,252,I.Q. (1994),Einstein,comedy romance,1994,einstein comedy romance
308,257,Just Cause (1995),court,mystery thriller,1995,court mystery thriller
309,261,Little Women (1994),Louisa May Alcott,drama,1994,louisa may alcott drama
310,262,"Little Princess, A (1995)",England Girl Power India,children drama,1995,england girl power india children drama
311,272,"Madness of King George, The (1994)",England mental illness,comedy drama,1994,england mental illness comedy drama
312,277,Miracle on 34th Street (1994),Christmas,drama,1994,christmas drama
313,279,My Family (1995),In Netflix queue,drama,1995,in netflix queue drama
314,280,Murder in the First (1995),prison,drama thriller,1995,prison drama thriller
315,282,Nell (1994),disability twins,drama,1994,disability twins drama
316,290,Once Were Warriors (1994),In Netflix queue,crime drama,1994,in netflix queue crime drama
317,300,Quiz Show (1994),TV,drama,1994,tv drama
318,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Death,drama,1993,death drama
319,308,Three Colors: White (Trzy kolory: Bialy) (1994),marriage cynical,comedy drama,1994,marriage cynical comedy drama
320,316,Stargate (1994),time travel,action adventure sci-fi,1994,time travel action adventure sci-fi
321,317,"Santa Clause, The (1994)",Christmas,comedy drama fantasy,1994,christmas comedy drama fantasy
322,318,"Shawshank Redemption, The (1994)",prison Stephen King wrongful imprisonment Morgan Freeman,crime drama,1994,prison stephen king wrongful imprisonment morgan freeman crime drama
323,326,To Live (Huozhe) (1994),In Netflix queue,drama,1994,in netflix queue drama
324,329,Star Trek: Generations (1994),Enterprise,adventure drama sci-fi,1994,enterprise adventure drama sci-fi
325,337,What's Eating Gilbert Grape (1993),mental illness,drama,1993,mental illness drama
326,338,Virtuosity (1995),serial killer,action sci-fi thriller,1995,serial killer action sci-fi thriller
327,339,While You Were Sleeping (1995),coma,comedy romance,1995,coma comedy romance
328,342,Muriel's Wedding (1994),Australia weddings,comedy,1994,australia weddings comedy
329,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",cross dressing men in drag remade,comedy drama,1994,cross dressing men in drag remade comedy drama
330,349,Clear and Present Danger (1994),Tom Clancy,action crime drama thriller,1994,tom clancy action crime drama thriller
331,350,"Client, The (1994)",John Grisham,drama mystery thriller,1994,john grisham drama mystery thriller
332,351,"Corrina, Corrina (1994)",interracial romance,comedy drama romance,1994,interracial romance comedy drama romance
333,356,Forrest Gump (1994),shrimp Vietnam bubba gump shrimp lieutenant dan stupid is as stupid does bittersweet emotional heartwarming touching,comedy drama romance war,1994,shrimp vietnam bubba gump shrimp lieutenant dan stupid is as stupid does bittersweet emotional heartwarming touching comedy drama romance war
334,357,Four Weddings and a Funeral (1994),wedding,comedy romance,1994,wedding comedy romance
335,361,It Could Happen to You (1994),gambling,comedy drama romance,1994,gambling comedy drama romance
336,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Holocaust In Netflix queue,documentary,1993,holocaust in netflix queue documentary
337,371,"Paper, The (1994)",journalism,comedy drama,1994,journalism comedy drama
338,377,Speed (1994),bus,action romance thriller,1994,bus action romance thriller
339,380,True Lies (1994),spies,action adventure comedy romance thriller,1994,spies action adventure comedy romance thriller
340,381,When a Man Loves a Woman (1994),alcoholism,drama romance,1994,alcoholism drama romance
341,412,"Age of Innocence, The (1993)",Edith Wharton,drama,1993,edith wharton drama
342,421,Black Beauty (1994),horses,adventure children drama,1994,horses adventure children drama
343,425,Blue Sky (1994),mental illness Oscar (Best Actress),drama romance,1994,mental illness oscar (best actress) drama romance
344,440,Dave (1993),President,comedy romance,1993,president comedy romance
345,454,"Firm, The (1993)",John Grisham,drama thriller,1993,john grisham drama thriller
346,457,"Fugitive, The (1993)",based on a TV show,thriller,1993,based on a tv show thriller
347,471,"Hudsucker Proxy, The (1994)",hula hoop,comedy,1994,hula hoop comedy
348,474,In the Line of Fire (1993),assassination,action thriller,1993,assassination action thriller
349,475,In the Name of the Father (1993),Ireland,drama,1993,ireland drama
350,477,What's Love Got to Do with It? (1993),biopic,drama musical,1993,biopic drama musical
351,480,Jurassic Park (1993),Dinosaur,action adventure sci-fi thriller,1993,dinosaur action adventure sci-fi thriller
352,488,M. Butterfly (1993),Japan sexuality,drama romance,1993,japan sexuality drama romance
353,497,Much Ado About Nothing (1993),Shakespeare,comedy romance,1993,shakespeare comedy romance
354,500,Mrs. Doubtfire (1993),cross dressing divorce men in drag,comedy drama,1993,cross dressing divorce men in drag comedy drama
355,508,Philadelphia (1993),AIDs,drama,1993,aids drama
356,513,Radioland Murders (1994),radio show business,comedy mystery romance,1994,radio show business comedy mystery romance
357,515,"Remains of the Day, The (1993)",Butler Housekeeper,drama romance,1993,butler housekeeper drama romance
358,516,Renaissance Man (1994),military,comedy drama,1994,military comedy drama
359,522,Romper Stomper (1992),Australia racism violence,action drama,1992,australia racism violence action drama
360,524,Rudy (1993),football,drama,1993,football drama
361,529,Searching for Bobby Fischer (1993),chess,drama,1993,chess drama
362,531,"Secret Garden, The (1993)",In Netflix queue,children drama,1993,in netflix queue children drama
363,534,Shadowlands (1993),C.S. Lewis,drama romance,1993,c.s. lewis drama romance
364,535,Short Cuts (1993),large cast,drama,1993,large cast drama
365,538,Six Degrees of Separation (1993),race,drama,1993,race drama
366,539,Sleepless in Seattle (1993),Empire State Building,comedy drama romance,1993,empire state building comedy drama romance
367,543,So I Married an Axe Murderer (1993),beat poetry,comedy romance thriller,1993,beat poetry comedy romance thriller
368,551,"Nightmare Before Christmas, The (1993)",Christmas Halloween,animation children fantasy musical,1993,christmas halloween animation children fantasy musical
369,556,"War Room, The (1993)",politics,documentary,1993,politics documentary
370,562,Welcome to the Dollhouse (1995),adolescence,comedy drama,1995,adolescence comedy drama
371,586,Home Alone (1990),christmas,children comedy,1990,christmas children comedy
372,587,Ghost (1990),overrated,comedy drama fantasy romance thriller,1990,overrated comedy drama fantasy romance thriller
373,588,Aladdin (1992),Disney,adventure animation children comedy musical,1992,disney adventure animation children comedy musical
374,590,Dances with Wolves (1990),American Indians Native Americans,adventure drama western,1990,american indians native americans adventure drama western
375,592,Batman (1989),superhero,action crime thriller,1989,superhero action crime thriller
376,593,"Silence of the Lambs, The (1991)",Hannibal Lector disturbing drama gothic psychology suspense,crime horror thriller,1991,hannibal lector disturbing drama gothic psychology suspense crime horror thriller
377,594,Snow White and the Seven Dwarfs (1937),Disney,animation children drama fantasy musical,1937,disney animation children drama fantasy musical
378,595,Beauty and the Beast (1991),Disney,animation children fantasy musical romance imax,1991,disney animation children fantasy musical romance imax
379,596,Pinocchio (1940),Disney,animation children fantasy musical,1940,disney animation children fantasy musical
380,597,Pretty Woman (1990),prostitution,comedy romance,1990,prostitution comedy romance
381,616,"Aristocats, The (1970)",Disney,animation children,1970,disney animation children
382,638,Jack and Sarah (1995),babies,romance,1995,babies romance
383,647,Courage Under Fire (1996),Gulf War,action crime drama war,1996,gulf war action crime drama war
384,648,Mission: Impossible (1996),based on a TV show,action adventure mystery thriller,1996,based on a tv show action adventure mystery thriller
385,668,Song of the Little Road (Pather Panchali) (1955),India,drama,1955,india drama
386,670,"World of Apu, The (Apur Sansar) (1959)",India,drama,1959,india drama
387,671,Mystery Science Theater 3000: The Movie (1996),spoof,comedy sci-fi,1996,spoof comedy sci-fi
388,673,Space Jam (1996),Bugs Bunny,adventure animation children comedy fantasy sci-fi,1996,bugs bunny adventure animation children comedy fantasy sci-fi
389,708,"Truth About Cats & Dogs, The (1996)",Veterinarian,comedy romance,1996,veterinarian comedy romance
390,720,Wallace & Gromit: The Best of Aardman Animation (1996),Aardman,adventure animation comedy,1996,aardman adventure animation comedy
391,728,Cold Comfort Farm (1995),In Netflix queue,comedy,1995,in netflix queue comedy
392,733,"Rock, The (1996)",Alcatraz Michael Bay terrorism,action adventure thriller,1996,alcatraz michael bay terrorism action adventure thriller
393,736,Twister (1996),Disaster,action adventure romance thriller,1996,disaster action adventure romance thriller
394,745,Wallace & Gromit: A Close Shave (1995),Aardman,animation children comedy,1995,aardman animation children comedy
395,748,"Arrival, The (1996)",aliens,action sci-fi thriller,1996,aliens action sci-fi thriller
396,780,Independence Day (a.k.a. ID4) (1996),aliens,action adventure sci-fi thriller,1996,aliens action adventure sci-fi thriller
397,800,Lone Star (1996),In Netflix queue,drama mystery western,1996,in netflix queue drama mystery western
398,805,"Time to Kill, A (1996)",John Grisham,drama thriller,1996,john grisham drama thriller
399,818,"Very Brady Sequel, A (1996)",based on a TV show,comedy,1996,based on a tv show comedy
400,830,"First Wives Club, The (1996)",adultery,comedy,1996,adultery comedy
401,832,Ransom (1996),kidnapping GIVE ME BACK MY SON! It was melodramatic and kind of dumb Mel Gibson,crime thriller,1996,kidnapping give me back my son! it was melodramatic and kind of dumb mel gibson crime thriller
402,838,Emma (1996),Jane Austen,comedy drama romance,1996,jane austen comedy drama romance
403,852,Tin Cup (1996),golf,comedy drama romance,1996,golf comedy drama romance
404,858,"Godfather, The (1972)",Mafia,crime drama,1972,mafia crime drama
405,892,Twelfth Night (1996),Shakespeare,comedy drama romance,1996,shakespeare comedy drama romance
406,898,"Philadelphia Story, The (1940)",divorce,comedy drama romance,1940,divorce comedy drama romance
407,899,Singin' in the Rain (1952),movie business,comedy musical romance,1952,movie business comedy musical romance
408,900,"American in Paris, An (1951)",France,musical romance,1951,france musical romance
409,902,Breakfast at Tiffany's (1961),Capote,drama romance,1961,capote drama romance
410,903,Vertigo (1958),falling Alfred Hitchcock Atmospheric imdb top 250 James Stewart,drama mystery romance thriller,1958,falling alfred hitchcock atmospheric imdb top 250 james stewart drama mystery romance thriller
411,904,Rear Window (1954),voyeurism imdb top 250 James Stewart mystery photographer photography,mystery thriller,1954,voyeurism imdb top 250 james stewart mystery photographer photography mystery thriller
412,905,It Happened One Night (1934),Screwball,comedy romance,1934,screwball comedy romance
413,906,Gaslight (1944),Brooch,drama thriller,1944,brooch drama thriller
414,907,"Gay Divorcee, The (1934)",divorce,comedy musical romance,1934,divorce comedy musical romance
415,908,North by Northwest (1959),Mount Rushmore Alfred Hitchcock imdb top 250,action adventure mystery romance thriller,1959,mount rushmore alfred hitchcock imdb top 250 action adventure mystery romance thriller
416,909,"Apartment, The (1960)",adultery,comedy drama romance,1960,adultery comedy drama romance
417,910,Some Like It Hot (1959),men in drag,comedy crime,1959,men in drag comedy crime
418,911,Charade (1963),heist,comedy crime mystery romance thriller,1963,heist comedy crime mystery romance thriller
419,912,Casablanca (1942),start of a beautiful friendship,drama romance,1942,start of a beautiful friendship drama romance
420,913,"Maltese Falcon, The (1941)",statue,film-noir mystery,1941,statue film-noir mystery
421,914,My Fair Lady (1964),George Bernard Shaw,comedy drama musical romance,1964,george bernard shaw comedy drama musical romance
422,915,Sabrina (1954),rich guy - poor girl,comedy romance,1954,rich guy - poor girl comedy romance
423,916,Roman Holiday (1953),Italy royalty,comedy drama romance,1953,italy royalty comedy drama romance
424,918,Meet Me in St. Louis (1944),1900s,musical,1944,1900s musical
425,919,"Wizard of Oz, The (1939)",Dorothy Toto,adventure children fantasy musical,1939,dorothy toto adventure children fantasy musical
426,920,Gone with the Wind (1939),Civil War,drama romance war,1939,civil war drama romance war
427,921,My Favorite Year (1982),television,comedy,1982,television comedy
428,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),movies eerie movie business,drama film-noir romance,1950,movies eerie movie business drama film-noir romance
429,923,Citizen Kane (1941),Rosebud,drama mystery,1941,rosebud drama mystery
430,924,2001: A Space Odyssey (1968),Hal space aliens apes Arthur C. Clarke artificial intelligence atmospheric cinematography classic computer confusing ending cult film Dull future futuristic imdb top 250 masterpiece meditative music mystery Oscar (Best Effects - Visual Effects) overrated philosophical relaxing revolutionary robots sci-fi setting:space/space ship slow slow paced soundtrack space space travel spacecraft Stanley Kubrick superb soundtrack surreal technology tedious visual visually appealing,adventure drama sci-fi,1968,hal space aliens apes arthur c. clarke artificial intelligence atmospheric cinematography classic computer confusing ending cult film dull future futuristic imdb top 250 masterpiece meditative music mystery oscar (best effects - visual effects) overrated philosophical relaxing revolutionary robots sci-fi setting:space/space ship slow slow paced soundtrack space space travel spacecraft stanley kubrick superb soundtrack surreal technology tedious visual visually appealing adventure drama sci-fi
431,926,All About Eve (1950),Hollywood,drama,1950,hollywood drama
432,927,"Women, The (1939)",divorce,comedy,1939,divorce comedy
433,928,Rebecca (1940),Mrs. DeWinter,drama mystery romance thriller,1940,mrs. dewinter drama mystery romance thriller
434,929,Foreign Correspondent (1940),Europe journalism war,drama film-noir mystery thriller,1940,europe journalism war drama film-noir mystery thriller
435,930,Notorious (1946),assassination,film-noir romance thriller,1946,assassination film-noir romance thriller
436,931,Spellbound (1945),amnesia,mystery romance thriller,1945,amnesia mystery romance thriller
437,934,Father of the Bride (1950),wedding,comedy,1950,wedding comedy
438,936,Ninotchka (1939),Cold War Russia,comedy romance,1939,cold war russia comedy romance
439,938,Gigi (1958),prostitution,musical,1958,prostitution musical
440,940,"Adventures of Robin Hood, The (1938)",swashbuckler,action adventure romance,1938,swashbuckler action adventure romance
441,941,"Mark of Zorro, The (1940)",swashbuckler,adventure,1940,swashbuckler adventure
442,943,"Ghost and Mrs. Muir, The (1947)",ghosts,drama fantasy romance,1947,ghosts drama fantasy romance
443,944,Lost Horizon (1937),Shangri-La,drama,1937,shangri-la drama
444,945,Top Hat (1935),Astaire and Rogers,comedy musical romance,1935,astaire and rogers comedy musical romance
445,947,My Man Godfrey (1936),butler homeless screwball,comedy romance,1936,butler homeless screwball comedy romance
446,948,Giant (1956),oil,drama romance western,1956,oil drama romance western
447,950,"Thin Man, The (1934)",Nick and Nora Charles,comedy crime,1934,nick and nora charles comedy crime
448,951,His Girl Friday (1940),Screwball,comedy romance,1940,screwball comedy romance
449,952,Around the World in 80 Days (1956),race,adventure comedy,1956,race adventure comedy
450,953,It's a Wonderful Life (1946),Christmas,children drama fantasy romance,1946,christmas children drama fantasy romance
451,954,Mr. Smith Goes to Washington (1939),Politics,drama,1939,politics drama
452,955,Bringing Up Baby (1938),leopard screwball,comedy romance,1938,leopard screwball comedy romance
453,956,Penny Serenade (1941),adoption,drama romance,1941,adoption drama romance
454,965,"39 Steps, The (1935)",fugitive,drama mystery thriller,1935,fugitive drama mystery thriller
455,968,Night of the Living Dead (1968),zombies,horror sci-fi thriller,1968,zombies horror sci-fi thriller
456,969,"African Queen, The (1951)",missionary,adventure comedy romance war,1951,missionary adventure comedy romance war
457,970,Beat the Devil (1953),crime,adventure comedy crime drama romance,1953,crime adventure comedy crime drama romance
458,971,Cat on a Hot Tin Roof (1958),Tennessee Williams,drama,1958,tennessee williams drama
459,973,Meet John Doe (1941),journalism,comedy drama,1941,journalism comedy drama
460,976,"Farewell to Arms, A (1932)",Hemingway,romance war,1932,hemingway romance war
461,986,Fly Away Home (1996),Animal movie,adventure children,1996,animal movie adventure children
462,991,Michael Collins (1996),Ireland,drama,1996,ireland drama
463,994,Big Night (1996),food,comedy drama,1996,food comedy drama
464,1006,"Chamber, The (1996)",death penalty John Grisham,drama,1996,death penalty john grisham drama
465,1010,"Love Bug, The (1969)",Disney race,children comedy,1969,disney race children comedy
466,1013,"Parent Trap, The (1961)",twins,children comedy romance,1961,twins children comedy romance
467,1022,Cinderella (1950),Disney,animation children fantasy musical romance,1950,disney animation children fantasy musical romance
468,1025,"Sword in the Stone, The (1963)",Disney King Arthur,animation children fantasy musical,1963,disney king arthur animation children fantasy musical
469,1028,Mary Poppins (1964),Disney nanny,children comedy fantasy musical,1964,disney nanny children comedy fantasy musical
470,1029,Dumbo (1941),Disney,animation children drama musical,1941,disney animation children drama musical
471,1030,Pete's Dragon (1977),Disney,adventure animation children musical,1977,disney adventure animation children musical
472,1032,Alice in Wonderland (1951),Disney,adventure animation children fantasy musical,1951,disney adventure animation children fantasy musical
473,1033,"Fox and the Hound, The (1981)",Disney,animation children drama,1981,disney animation children drama
474,1035,"Sound of Music, The (1965)",Rogers and Hammerstein,musical romance,1965,rogers and hammerstein musical romance
475,1041,Secrets & Lies (1996),In Netflix queue,drama,1996,in netflix queue drama
476,1042,That Thing You Do! (1996),Music,comedy drama,1996,music comedy drama
477,1066,Shall We Dance (1937),Astaire and Rogers,comedy musical romance,1937,astaire and rogers comedy musical romance
478,1068,Crossfire (1947),anti-Semitism,crime film-noir,1947,anti-semitism crime film-noir
479,1076,"Innocents, The (1961)",governess,drama horror thriller,1961,governess drama horror thriller
480,1079,"Fish Called Wanda, A (1988)",fish,comedy crime,1988,fish comedy crime
481,1080,Monty Python's Life of Brian (1979),Bible parody religion,comedy,1979,bible parody religion comedy
482,1081,Victor/Victoria (1982),cross dressing,comedy musical romance,1982,cross dressing comedy musical romance
483,1082,"Candidate, The (1972)",politics,drama,1972,politics drama
484,1084,Bonnie and Clyde (1967),1920s gangsters,crime drama,1967,1920s gangsters crime drama
485,1088,Dirty Dancing (1987),dance music,drama musical romance,1987,dance music drama musical romance
486,1090,Platoon (1986),Vietnam,drama war,1986,vietnam drama war
487,1093,"Doors, The (1991)",1960s Jim Morrison music,drama,1991,1960s jim morrison music drama
488,1096,Sophie's Choice (1982),Holocaust,drama,1982,holocaust drama
489,1097,E.T. the Extra-Terrestrial (1982),aliens,children drama sci-fi,1982,aliens children drama sci-fi
490,1103,Rebel Without a Cause (1955),1950s adolescence,drama,1955,1950s adolescence drama
491,1104,"Streetcar Named Desire, A (1951)",Tennessee Williams,drama,1951,tennessee williams drama
492,1124,On Golden Pond (1981),aging,drama,1981,aging drama
493,1125,"Return of the Pink Panther, The (1975)",Clousseau,comedy crime,1975,clousseau comedy crime
494,1135,Private Benjamin (1980),military,comedy,1980,military comedy
495,1147,When We Were Kings (1996),boxing In Netflix queue,documentary,1996,boxing in netflix queue documentary
496,1148,Wallace & Gromit: The Wrong Trousers (1993),Aardman,animation children comedy crime,1993,aardman animation children comedy crime
497,1171,Bob Roberts (1992),politics,comedy,1992,politics comedy
498,1177,Enchanted April (1992),Italy,drama romance,1992,italy drama romance
499,1178,Paths of Glory (1957),court military,drama war,1957,court military drama war
500,1179,"Grifters, The (1990)",crime,crime drama film-noir,1990,crime crime drama film-noir
501,1183,"English Patient, The (1996)",adultery,drama romance war,1996,adultery drama romance war
502,1185,My Left Foot (1989),In Netflix queue,drama,1989,in netflix queue drama
503,1187,Passion Fish (1992),disability,drama,1992,disability drama
